structure_id,x,y,z,reference_space_id
312782632,9760,2640,10050,9
711,12780,5150,6530,9
949,2030,3650,5910,9
35,9100,3800,5880,9
363,3120,2790,6190,9
604,10550,4820,5910,9
606826651,7970,6190,6010,9
816,7930,2790,10290,9
488,3610,3850,7140,9
148,4620,4460,9570,9
866,10700,6870,7630,9
526322264,3440,3150,7020,9
397,8600,4740,5800,9
536,6600,5660,8360,9
1092,6550,4260,7880,9
6,6640,4690,7880,9
254,7950,990,6520,9
182305701,5820,1680,8530,9
922,8230,4500,10370,9
997,7430,3990,7640,9
151,1920,3660,6850,9
851,9080,1660,6410,9
182305713,6190,2240,8130,9
453,5840,2410,9000,9
685,6830,4990,6630,9
772,4830,2500,6100,9
631,7510,6850,8510,9
988,7990,4320,10200,9
993,3610,2110,7030,9
1008,7940,3520,7980,9
386,11910,5670,7490,9
846,11180,4260,8220,9
639,6350,7100,8210,9
312782594,8960,2350,9380,9
670,6610,750,7560,9
84,3460,2960,6530,9
894,8130,820,7000,9
281,7650,370,7430,9
1056,11480,2760,8670,9
822,9240,4100,9210,9
616,10110,3420,7060,9
802,5940,3930,6300,9
496345672,7600,3120,7890,9
942,6060,5680,9020,9
135,11890,6620,7070,9
491,8050,6120,6040,9
154,11620,5160,5950,9
463,7840,3580,8570,9
38,6070,5660,5870,9
786,8370,3620,10020,9
675,4110,4930,8390,9
695,5620,2880,8620,9
122,9760,6850,6900,9
902,9910,2250,8930,9
771,9870,5540,6760,9
862,6160,3520,9480,9
893,6330,3490,9350,9
957,12660,4290,6300,9
430,7730,1240,5910,9
946,7450,5580,6010,9
73,7790,3740,5720,9
319,7000,6380,8540,9
312782640,9440,2560,9860,9
507,1370,4390,6580,9
163,5890,5150,10000,9
961,5620,6050,9070,9
312782570,7350,1290,7600,9
1015,4380,1960,6170,9
226,5410,6210,6760,9
312782648,9360,2870,9580,9
991,6960,2760,7340,9
630,3040,3840,7260,9
441,7710,1170,7260,9
886,7790,1260,6200,9
595,7540,4040,6100,9
312782574,9050,2140,9610,9
814,3640,4290,6070,9
356,7050,5720,7050,9
621,10200,5290,7310,9
575,6880,3600,6570,9
436,5930,5370,6280,9
542,7810,1280,5790,9
880,10420,4160,5910,9
984,11070,2800,6420,9
395,12740,6340,6570,9
732,7920,6160,5790,9
987,9920,5680,6480,9
581,5530,3710,5970,9
990,7760,3380,10430,9
54,7840,5590,6360,9
126,7640,6830,5910,9
826,4890,5410,5910,9
590,7900,1260,6490,9
693,6810,6710,6150,9
62,10680,5150,5870,9
1064,12210,3140,8660,9
449,5870,3100,5940,9
132,3800,3150,6620,9
545,10020,2070,8200,9
702,5720,2540,9200,9
803,5430,5600,7120,9
973,9150,1700,9410,9
274,7970,980,6760,9
566,8460,6230,9540,9
549009227,10340,5260,7550,9
98,4840,2920,6740,9
140,10140,2970,5860,9
186,6980,3230,6160,9
605,3060,6090,6130,9
907,6830,4360,6390,9
607344858,8700,5350,5950,9
328,3280,4360,8590,9
33,8940,1530,8170,9
318,10850,4930,5980,9
768,6950,2770,7480,9
1129,6850,4870,6760,9
104,3470,4280,8420,9
500,3930,2220,7420,9
709,7030,4240,7440,9
155,6610,3220,7130,9
36,4460,4530,9790,9
725,7490,4530,7020,9
573,9100,1800,9310,9
119,3720,4900,8420,9
1080,7970,3240,8330,9
111,5970,5100,9880,9
780,7940,6220,8280,9
859,12430,5070,6570,9
96,11270,5000,8170,9
897,6200,4500,10560,9
1057,4660,4470,9440,9
975,8620,4040,5730,9
234,8530,3450,10490,9
958,6930,3130,6060,9
543,9950,4330,9240,9
330,7560,1060,6670,9
1025,12410,4000,8260,9
854,5340,1440,8270,9
841,10040,6940,6160,9
312782578,9140,1920,9850,9
607344842,8900,5210,5770,9
1117,9640,5180,6420,9
312782608,7780,1090,8870,9
445,11140,5920,7610,9
475,8330,3830,7940,9
1044,8470,4350,7980,9
1065,11080,5810,6850,9
989,11720,3690,6650,9
874,9400,3850,7850,9
323,8970,3370,6600,9
380,13080,5150,6600,9
275,4920,4040,6160,9
230,11660,7100,5730,9
1022,6130,4760,7970,9
553,12120,6960,7700,9
844,4560,2650,7650,9
824,7550,4220,6070,9
129,5980,3680,5850,9
189,6610,4720,5820,9
42,9330,2430,6320,9
302,9200,1560,6400,9
601,8240,1940,9160,9
1058,6340,4440,10050,9
178,7650,3930,8370,9
28,9140,4560,9810,9
560581563,8490,4200,7810,9
805,8450,390,7440,9
658,9670,4780,7510,9
918,8940,4810,10060,9
1006,6580,560,7620,9
1102,4850,3200,8780,9
315,5820,2480,8210,9
483,6870,3030,5940,9
750,10260,2140,8990,9
637,6960,4390,7200,9
114,10050,6650,7150,9
482,9630,2800,7860,9
312782586,9060,2090,9650,9
611,7390,2710,5960,9
1062,6980,2160,8650,9
469,8270,1190,7330,9
798,10690,5480,6700,9
361,6680,940,7500,9
1088,8170,3980,7730,9
41,8440,550,7430,9
690,6950,5240,6260,9
1105,6590,6180,8520,9
551,6700,5440,8530,9
589508447,8790,5880,8350,9
754,4380,6910,7280,9
165,8950,4860,5830,9
692,8290,4460,10160,9
378,6110,3350,9860,9
867,10340,4240,7260,9
1070,6780,1900,8920,9
781,11270,4490,7670,9
350,10620,4700,6660,9
21,3100,5590,7700,9
514,13080,5150,6600,9
1081,3710,3580,6520,9
343,9240,4760,6770,9
294,9150,2330,6630,9
1007,11070,2460,8030,9
945,5610,2160,7940,9
1049,10540,5220,8850,9
613,9040,1940,9210,9
896,7340,2990,9170,9
1111,6710,1100,7420,9
763,4920,6500,5730,9
394,7660,720,7360,9
560581551,7580,3630,7000,9
549009219,10200,5570,6950,9
1093,10200,5880,6390,9
157,6580,6450,5800,9
278,6610,6150,8010,9
903,12470,4840,7060,9
929,5920,2900,8800,9
304,2960,2700,5970,9
201,6680,1520,9180,9
204,1960,3640,6840,9
910,3250,3520,6480,9
1000,10180,5630,6050,9
938,11580,6610,6650,9
1045,8130,4280,9930,9
310,5410,3690,6040,9
369,5450,1740,8130,9
88,6080,6310,6240,9
1043,10620,5630,5950,9
760,6980,5390,7200,9
381,8440,5170,7370,9
996,3040,4340,8550,9
520,7770,3490,9930,9
723,2960,3830,7230,9
1106,6240,4480,10390,9
664,9830,4230,9210,9
863,10100,6280,7270,9
322,5740,2060,8670,9
314,6140,4980,9560,9
1011,7540,2430,9930,9
1030,5790,740,7590,9
484,2540,3620,5820,9
869,9940,2130,9130,9
955,12400,6990,6950,9
149,6330,3840,5780,9
344,6000,5050,9780,9
170,7570,3230,8020,9
583,4550,4770,8650,9
755,7730,3350,10580,9
512,11580,3260,7660,9
651,12200,5270,6480,9
1041,11140,5330,9400,9
280,10660,4380,6510,9
1139,6040,6650,7870,9
257,8300,1070,7350,9
496345664,7770,3200,8120,9
1026,5790,2300,7840,9
203,11910,6250,7060,9
428,5530,4850,5950,9
211,4350,1820,5930,9
146,9510,5320,6610,9
102,6980,5390,7200,9
673,8370,5540,6310,9
1017,11820,2940,8670,9
1069,10880,7050,6470,9
1108,4360,3200,6750,9
434,7950,430,6480,9
843,9750,3560,8590,9
50,7630,3300,5940,9
229,10820,6060,7960,9
849,6470,4430,9610,9
906,7960,1080,6990,9
1018,7800,3400,10350,9
379,11130,6700,5730,9
940,6290,1740,6710,9
156,7590,2690,9570,9
515,5520,6170,6030,9
290,6810,5750,6970,9
1037,9170,2180,7800,9
19,4820,2920,5770,9
720,12820,5150,6430,9
1127,8390,3530,10590,9
312782558,7260,880,7800,9
563807435,8060,3960,7430,9
312782636,9660,2700,9950,9
182305689,5860,1720,8490,9
733,7070,4150,7490,9
23,5730,6530,7800,9
127,6090,4490,6410,9
599,6670,4460,5860,9
423,7830,2810,8660,9
1097,6640,6010,6470,9
296,4860,2440,5910,9
180,4480,4480,9640,9
963,11910,7010,7480,9
1123,11480,5610,8010,9
976,10750,3420,6170,9
1091,11330,2380,6800,9
699,3850,4230,7810,9
600,7510,2300,10110,9
406,7790,4520,6680,9
588,4790,2430,5780,9
136,11670,6090,6670,9
1128,6020,1370,7420,9
289,8340,3600,10200,9
530,5910,2480,5870,9
1132,10050,5460,7630,9
307,11190,6760,6080,9
1005,8020,3020,9730,9
831,4050,4190,8180,9
235,12350,6990,7000,9
238,10190,5040,5780,9
496345668,7460,3260,8000,9
948,9640,4800,7400,9
721,9050,1210,8310,9
1016,960,5290,5960,9
403,6850,6360,7800,9
959,7830,3320,10740,9
266,4830,4730,6310,9
596,4820,6480,6330,9
889,5830,2750,8960,9
327,6500,6580,8370,9
914,5490,5730,6210,9
680,3450,3620,6760,9
629,6490,4410,6900,9
1090,6170,3400,9760,9
78,9530,5550,7780,9
366,6700,4920,6120,9
729,8170,3710,10020,9
840,1790,5190,6710,9
731,2790,3580,6050,9
1079,8380,3870,8040,9
564,4770,4990,5790,9
414,7510,4790,6010,9
312782604,7770,930,8950,9
412,2780,3930,7190,9
247,7860,2860,10170,9
312782612,7790,1240,8800,9
58,8320,5310,6740,9
128,8950,3920,6730,9
1126,7610,6480,5860,9
589508451,12470,5170,7670,9
286,5900,6850,5870,9
767,3620,2180,7010,9
809,5360,5180,6610,9
587,8430,3860,5880,9
164,12720,5570,5710,9
606826663,9590,3920,6070,9
599626923,7820,3080,5760,9
217,11140,4380,7280,9
654,5640,2370,9360,9
589508455,11320,4120,6870,9
606826647,8040,6130,6250,9
354,11730,5960,6900,9
714,2860,3710,6730,9
960,11240,4090,7490,9
526157196,2970,2930,6960,9
1074,8280,1420,9630,9
338,5870,3410,5790,9
1052,9680,4270,6990,9
409,9090,1840,9290,9
158,8040,3140,5880,9
911,10140,3580,6620,9
926,9780,4270,9250,9
661,10850,6780,7060,9
171,2870,2670,5840,9
312782652,9290,2920,9520,9
162,10320,3980,6270,9
698,3520,5260,7540,9
967,5100,5420,6620,9
788,6770,7150,8930,9
677,6300,4450,10140,9
440,3300,3630,7220,9
839,12520,5360,6060,9
610,7990,700,6650,9
974,4650,3100,9020,9
836,8120,4260,10680,9
939,11620,6550,7120,9
577,5400,1680,8180,9
501,8370,700,7420,9
687,7800,1250,6210,9
773,12540,5680,5930,9
526,10030,4460,9210,9
67,8430,3950,6050,9
671,8460,360,7050,9
353,5670,2460,9300,9
347,5990,6380,5880,9
377,9740,2270,8790,9
589,3300,5430,6010,9
2,4930,3340,8650,9
1021,4070,2490,7040,9
466,7740,3250,8370,9
138,7470,3500,7210,9
145,11620,4470,7000,9
362,6760,3920,6160,9
81,6410,3170,7920,9
962,3440,1900,7110,9
331,7940,6110,6160,9
648,4290,2450,7840,9
364,7460,5680,6900,9
981,6640,1380,9300,9
456,8390,2560,9570,9
726,8160,3070,8010,9
593,9250,900,8420,9
943,4160,2160,8010,9
541,8340,3580,10300,9
332,6200,6210,6110,9
22,7480,1020,8160,9
279,7540,1140,6860,9
607344838,8740,5620,5780,9
97,8450,3490,10730,9
657,4450,2880,9320,9
538,1840,3760,6960,9
951,12810,3470,6270,9
649,8240,2020,9110,9
188,2100,3490,6830,9
582,2720,3640,5940,9
977,7960,4350,9970,9
345,4620,3010,9100,9
612,9470,5180,7510,9
117,5440,7040,6040,9
251,7900,2730,10420,9
970,11390,5370,6030,9
321,7650,4530,8260,9
727,9670,4170,9170,9
607344862,8350,5280,5950,9
120,5840,5210,10190,9
63,6510,5680,6170,9
638,4870,4450,9150,9
429,12840,5900,7420,9
398,9920,6750,6960,9
320,4020,1810,8160,9
852,11450,5980,7170,9
48,4850,2470,6040,9
884,7000,5370,9430,9
484682524,7120,3920,9030,9
972,3110,2780,6150,9
1027,8420,2290,9940,9
206,10540,6530,5730,9
1066,7640,550,7410,9
563807439,7950,4060,8060,9
1029,8230,3540,7430,9
262,6340,4340,7670,9
832,10030,4490,5850,9
484682516,5700,2520,7410,9
643,8420,2180,10080,9
718,6820,4320,7740,9
44,3490,3710,6060,9
526157192,2400,2780,6860,9
1100,8070,3090,6750,9
342,5000,6250,7230,9
292,6380,7060,7640,9
448,2510,3910,7200,9
607344830,8570,5230,6020,9
1073,11640,3660,8550,9
697,8920,5580,6380,9
1035,6100,3290,9960,9
1125,2840,3510,6540,9
26,9340,2440,6470,9
484682520,7570,2620,9240,9
113,5850,950,7540,9
131,7270,5230,9310,9
872,9830,3820,5760,9
374,8290,5150,7080,9
210,7910,6210,6650,9
348,9420,4490,6610,9
1014,7670,3940,8330,9
1089,8500,3670,8630,9
821,9130,1040,8300,9
258,4730,4180,6120,9
17,9140,2390,6680,9
139,8860,4870,9950,9
1023,7830,3420,10220,9
936,12310,2050,6400,9
1004,7560,6610,6270,9
311,7640,5910,9140,9
776,6030,2530,7760,9
912,11270,4060,5910,9
794,11400,6010,7930,9
39,4440,1940,6120,9
689,5290,6860,6460,9
312782550,7210,530,7850,9
312782598,8920,2410,9310,9
133,5500,6280,5770,9
819,5050,2490,6400,9
931,8960,6400,6340,9
125,6730,6070,7500,9
679,9550,5180,5890,9
609,7520,4220,5830,9
108,7580,4870,8660,9
969,2450,3740,6370,9
549009211,8380,4250,5810,9
619,6060,6910,7800,9
141,5830,6280,5940,9
225,11680,4880,7050,9
1109,5070,5810,6360,9
882,4720,2720,7580,9
614,6880,6850,6640,9
298,5410,6570,7370,9
460,10490,4010,6590,9
632,8050,2890,8050,9
159,2810,5160,6770,9
728,11570,3560,7480,9
83,12040,7080,6090,9
576,10550,6330,6820,9
1,7500,6680,6690,9
1054,3590,3710,6360,9
597,3500,4810,5950,9
250,5280,3110,6250,9
797,7360,4940,7270,9
623,5270,4970,7570,9
510,6260,1810,7300,9
402,8260,1680,9400,9
765,11670,5060,7440,9
100,8660,5440,5880,9
982,7140,2230,5850,9
242,4850,4090,6180,9
233,8250,1790,9310,9
197,8610,4430,5750,9
599626927,10700,4610,5960,9
735,7930,2650,10560,9
645,11760,2890,6490,9
1047,6730,1710,9060,9
268,6070,6860,7810,9
209,11090,4830,7400,9
1039,12980,5150,6030,9
784,7780,5470,7560,9
303,6840,5830,8890,9
944,12850,2760,6390,9
263,5040,6400,6220,9
7,10180,5650,7770,9
647,7870,6780,8610,9
1083,6850,3480,6250,9
326,10480,4470,7310,9
329,6740,1750,9020,9
91,11530,3930,7550,9
443,8370,1770,7260,9
622,7290,1260,6310,9
663,7980,6670,8390,9
519,11510,3930,7390,9
838,5550,2250,9540,9
422,7930,4380,7020,9
173,6180,6950,6250,9
527,7480,2210,10270,9
1031,6580,5280,7720,9
478,6140,1670,7340,9
4,10380,2140,6980,9
305,8760,1600,8160,9
655,7750,6890,8830,9
413,10610,5650,8060,9
75,8680,3130,7700,9
9,6810,1330,7380,9
184,2270,2770,6840,9
223,6970,7060,5910,9
1010,6170,4400,10240,9
339,10040,2010,6860,9
908,5340,5510,7190,9
672,5340,4210,8050,9
971,8360,1690,8200,9
935,4360,1770,5790,9
966,6790,6190,9180,9
260,6050,7140,7740,9
198,12950,7060,5810,9
269,10090,2170,9010,9
704,3360,5030,8620,9
484682470,9010,3560,9040,9
288,2690,3750,6430,9
312782620,7830,1550,8590,9
952,5630,5470,9050,9
194,6680,5980,6920,9
64,6090,3480,6500,9
121,8950,2170,9020,9
864,7220,4210,7330,9
598,7900,3490,9850,9
1098,12770,6110,6910,9
312782546,7250,860,7730,9
983,6890,3490,7800,9
68,1930,2730,6720,9
56,4240,5810,6910,9
986,7220,1420,7400,9
333,4300,4010,5860,9
607344850,8690,5590,5920,9
301,6950,4960,8500,9
848,6660,6040,7460,9
625,5520,1860,8070,9
385,9070,1200,8280,9
59,6960,4070,5780,9
334,7540,6170,8720,9
930,7510,3930,6430,9
182305693,5690,1280,8740,9
804,7770,4870,6940,9
287,5410,5120,6250,9
905,8260,1540,9530,9
828,10340,2170,7370,9
207,12660,5010,5800,9
618,8260,1770,7120,9
243,7670,2680,9470,9
312782616,7820,1390,8700,9
835,5040,6290,7240,9
614454277,9270,3500,5990,9
1107,12760,6480,6330,9
417,7800,1240,8780,9
485,5340,4210,8050,9
196,1740,3810,6860,9
433,7670,850,7320,9
46,7710,5190,6120,9
231,9560,4650,5960,9
93,9210,6000,7570,9
525,7930,5770,6070,9
919,4660,2170,6470,9
531,8070,2400,6090,9
1101,3500,4290,8410,9
932,8970,5610,6400,9
237,12690,5260,6260,9
1114,8250,1640,9410,9
312782590,9020,2210,9530,9
1009,7630,4390,7500,9
743,9560,4010,9170,9
576073704,6430,6070,6580,9
372,11470,3930,7060,9
272,4940,6500,5880,9
528,11600,3250,7650,9
895,8030,4300,10280,9
401,7670,690,7380,9
909,9310,4570,9710,9
1051,8980,4140,5840,9
239,6330,3680,6800,9
10704,8380,3110,8300,9
215,8070,3280,6980,9
1094,5920,1180,7520,9
169,11530,5080,5940,9
295,7210,6030,9000,9
1038,6800,2120,8760,9
312782624,7840,1630,8540,9
1121,8990,4960,10500,9
928,11330,2380,6800,9
1116,10840,5120,6300,9
634,8010,3040,6060,9
558,5490,2150,9680,9
580,9050,3310,7810,9
74,9010,2100,9080,9
752,10850,5120,8010,9
608,3160,3400,6710,9
956,5000,4150,9010,9
567,5770,3740,8050,9
